회사명,거래소코드,회계년도,[제조]매출원가(*)(IFRS연결),[제조]매출액(수익)(*)(IFRS연결),[제조]매출원가(*)(IFRS),[제조]매출액(수익)(*)(IFRS)
(주)CMG제약,058820,2011/12,10325799,17751704,10325799,17751704
(주)CMG제약,058820,2012/12,11648690,16255389,11648690,16255389
(주)CMG제약,058820,2013/12,12506817,20402140,12506817,20322140
(주)CMG제약,058820,2014/12,14318048,22752584,14318048,22752584
(주)CMG제약,058820,2015/12,17237814,27041894,17237814,27041894
(주)CMG제약,058820,2016/12,19663389,32969825,19663389,32969825
(주)CMG제약,058820,2017/12,23497552,41535588,23497552,41535588
(주)CMG제약,058820,2018/12,27124841,49864782,27124841,49864782
(주)CMG제약,058820,2019/12,29700050,58622681,29700050,58622681
(주)DB하이텍,000990,2011/12,460440945,552216245,443140034,534317238
(주)DB하이텍,000990,2012/12,494003057,590786488,486953432,583901597
(주)DB하이텍,000990,2013/12,404500718,493752028,404500718,493752028
(주)DB하이텍,000990,2014/12,430813375,567718224,430813375,567718224
(주)DB하이텍,000990,2015/12,436915515,666594987,436915515,666594987
(주)DB하이텍,000990,2016/12,483129939,773140180,483129939,773140180
(주)DB하이텍,000990,2017/12,426170592,679737744,426170592,679737744
(주)DB하이텍,000990,2018/12,453942755,669279136,453942755,669279136
(주)DB하이텍,000990,2019/12,513292637,807416423,513292637,807416423
(주)ES큐브,050120,2011/12,38476771,53379952,29104839,41700477
(주)ES큐브,050120,2012/12,40290541,55971147,31651298,44178050
(주)ES큐브,050120,2013/12,44088670,58597361,34023346,45823196
(주)ES큐브,050120,2014/12,34936541,44459581,30573957,37188072
(주)ES큐브,050120,2015/12,30433006,42152967,30735643,36887119
(주)ES큐브,050120,2016/12,24454448,34289385,28468888,34818205
(주)ES큐브,050120,2017/12,26057940,35745794,30497256,37104908
(주)ES큐브,050120,2018/12,26036057,33763508,25693835,31308873
(주)ES큐브,050120,2019/12,35510791,43708239,22708418,28527284
(주)HJ중공업,097230,2011/12,2664558000,2891499000,2156842000,2316017000
(주)HJ중공업,097230,2012/12,2358260000,2549319000,1833445000,1980761000
(주)HJ중공업,097230,2013/12,2464368000,2529341000,1900927000,1927307000
(주)HJ중공업,097230,2014/12,2537259000,2520325000,1798250000,1799016000
(주)HJ중공업,097230,2015/12,3004437000,3115473000,1972358000,2041347000
(주)HJ중공업,097230,2016/12,2753545000,2813271000,1776465000,1928591000
(주)HJ중공업,097230,2017/12,2431066000,2452314000,1545012000,1737428000
(주)HJ중공업,097230,2018/12,1557089000,1697869000,1551132000,1750954000
(주)HJ중공업,097230,2019/12,1451267000,1628751000,1439132000,1609530000
(주)MH에탄올,023150,2011/12,37258514,44785159,32715976,43206995
(주)MH에탄올,023150,2012/12,49030452,59768175,35478357,45488675
(주)MH에탄올,023150,2013/12,54316861,62199887,33247791,46298516
(주)MH에탄올,023150,2014/12,37109977,48983781,37109977,48983781
(주)MH에탄올,023150,2015/12,36425005,50386203,36425005,50386203
(주)MH에탄올,023150,2016/12,33962392,48897025,33962392,48897025
(주)MH에탄올,023150,2017/12,37225576,51977132,34577247,48270464
(주)MH에탄올,023150,2018/12,53524709,72795863,34331318,46943080
(주)MH에탄올,023150,2019/12,54219181,80879342,35415661,46992295
(주)SH에너지화학,002360,2011/12,160789710,173209351,160574493,172752632
(주)SH에너지화학,002360,2012/12,178829327,193950102,178516652,191907628
(주)SH에너지화학,002360,2013/12,213952261,231912218,213397080,229783541
(주)SH에너지화학,002360,2014/12,197661842,230912587,196829927,226971465
(주)SH에너지화학,002360,2015/12,179135051,216441364,179081363,213882181
(주)SH에너지화학,002360,2016/12,179759098,218397677,179726464,214380015
(주)SH에너지화학,002360,2017/12,161824273,188114822,161711689,184672638
(주)SH에너지화학,002360,2018/12,171330094,183598766,169058462,180753289
(주)SH에너지화학,002360,2019/12,134184400,140852575,131861388,138161816
(주)SIMPAC,009160,2011/12,170409718,215365697,169699426,213867522
(주)SIMPAC,009160,2012/12,182861979,225353321,182101881,223854758
(주)SIMPAC,009160,2013/12,164405183,205751154,163875499,204527751
(주)SIMPAC,009160,2014/12,220084616,263152264,188349315,227491803
(주)SIMPAC,009160,2015/12,221412942,269528038,171341851,213152303
(주)SIMPAC,009160,2016/12,217713888,267074156,175971604,215839356
(주)SIMPAC,009160,2017/12,193009825,230634812,168484356,203150228
(주)SIMPAC,009160,2018/12,271995017,306150809,243575353,268863854
(주)SIMPAC,009160,2019/12,385305111,430085162,357126998,391970769
(주)SNT에너지,100840,2011/12,,,181219511,195318747
(주)SNT에너지,100840,2012/12,,,191839172,230707564
(주)SNT에너지,100840,2013/12,,,161808099,200750984
(주)SNT에너지,100840,2014/12,,,203611420,242746888
(주)SNT에너지,100840,2015/12,,,202305297,260094045
(주)SNT에너지,100840,2016/12,,,204980319,254089906
(주)SNT에너지,100840,2017/12,,,146050315,184091945
(주)SNT에너지,100840,2018/12,,,118750224,139516396
(주)SNT에너지,100840,2019/12,177635077,213326726,170291934,202822913
(주)SNT홀딩스,036530,2011/12,1449348821,1663846065,0,2257851
(주)SNT홀딩스,036530,2012/12,1465168699,1668749904,0,8718270
(주)SNT홀딩스,036530,2013/12,1379201925,1576368464,0,8826810
(주)SNT홀딩스,036530,2014/12,1380123821,1552374806,0,7701882
(주)SNT홀딩스,036530,2015/12,1331347191,1612746929,0,8475099
(주)SNT홀딩스,036530,2016/12,1336617769,1537700275,0,9818190
(주)SNT홀딩스,036530,2017/12,1303372403,1508152132,0,7417869
(주)SNT홀딩스,036530,2018/12,1221120349,1401307482,0,7292112
(주)SNT홀딩스,036530,2019/12,1284171398,1512114565,0,11015928
(주)STX,011810,2011/12,5516021000,5967701000,3988988000,4173397000
(주)STX,011810,2012/12,6353608000,6159850000,3997635000,4116767000
(주)STX,011810,2013/12,3140865000,2449401000,1814171000,1895063000
(주)STX,011810,2014/12,1513363000,1634606000,1233380000,1291351000
(주)STX,011810,2015/12,1586081000,1630827000,1352181000,1362127000
(주)STX,011810,2016/12,1635394000,1720153000,1494187000,1465561000
(주)STX,011810,2017/12,1718572000,1803878000,1541890000,1595494000
(주)STX,011810,2018/12,1483048000,1502985000,1319737000,1329890000
(주)STX,011810,2019/12,1424697000,1471164000,1225459000,1237876000
(주)TCC스틸,002710,2011/12,472273637,514424043,419062918,456928069
(주)TCC스틸,002710,2012/12,457927934,501337475,399338479,440568155
(주)TCC스틸,002710,2013/12,474104834,500832754,385343144,419483813
(주)TCC스틸,002710,2014/12,483588495,518995240,364984531,401323585
(주)TCC스틸,002710,2015/12,451936886,495795871,311691285,350074629
(주)TCC스틸,002710,2016/12,402898839,444453635,281559457,317235565
(주)TCC스틸,002710,2017/12,356978389,391370092,304470552,333762378
(주)TCC스틸,002710,2018/12,377890304,413176279,320798763,351301866
(주)TCC스틸,002710,2019/12,405618477,437173902,312320391,339334364
(주)가비아,079940,2011/12,29173840,52838864,20761832,33792831
(주)가비아,079940,2012/12,40302408,69058144,23494026,38482449
(주)가비아,079940,2013/12,38882747,70675565,24558241,40507693
(주)가비아,079940,2014/12,45275795,80432047,26874841,43906243
(주)가비아,079940,2015/12,50078893,91648622,28806524,48446932
(주)가비아,079940,2016/12,54998617,102178978,28802628,49430564
(주)가비아,079940,2017/12,60313364,116217941,30561799,52365659
(주)가비아,079940,2018/12,65751367,128728438,31654603,55197652
(주)가비아,079940,2019/12,75650385,148306878,34532096,58254105
(주)강스템바이오텍,217730,2015/12,,,252810,1484593
(주)강스템바이오텍,217730,2016/12,,,57688,842805
(주)강스템바이오텍,217730,2017/12,5874047,9132939,2402560,5394323
(주)강스템바이오텍,217730,2018/12,7988195,9165454,276617,1001039
(주)강스템바이오텍,217730,2019/12,6428945,6004584,141439,282069
(주)강원랜드,035250,2011/12,538388479,1265686425,530019096,1263651213
(주)강원랜드,035250,2012/12,647845564,1296191223,639097544,1292896121
(주)강원랜드,035250,2013/12,726091776,1361286598,718286815,1356906162
(주)강원랜드,035250,2014/12,722297880,1496541441,713323703,1492291312
(주)강원랜드,035250,2015/12,759645970,1633716839,754752007,1630976696
(주)강원랜드,035250,2016/12,785177091,1696532511,782103726,1694575212
(주)강원랜드,035250,2017/12,787533848,1604470055,785131415,1602901764
(주)강원랜드,035250,2018/12,729593460,1438059299,727185671,1436042435
(주)강원랜드,035250,2019/12,736659054,1520080449,734363002,1517612252
(주)강원에너지,114190,2011/11,,,37631683,50222892
(주)강원에너지,114190,2012/12,,,85441450,106471214
(주)강원에너지,114190,2013/12,,,38917147,50660659
(주)강원에너지,114190,2014/12,,,40566049,51481321
(주)강원에너지,114190,2015/12,38265188,46188664,40524653,48852892
(주)강원에너지,114190,2016/12,35270278,42287473,37206789,44448760
(주)강원에너지,114190,2017/12,81169717,82034829,82247917,83113029
(주)강원에너지,114190,2018/12,80012233,85905365,80012233,85905365
(주)강원에너지,114190,2019/12,48688856,42549622,48688856,42549622
(주)갤럭시아에스엠,011420,2011/12,38695073,47331427,26327117,31931418
(주)갤럭시아에스엠,011420,2012/12,47555420,55049732,33745924,37398255
(주)갤럭시아에스엠,011420,2013/12,41764586,46437304,28202016,30903637
(주)갤럭시아에스엠,011420,2014/12,40216941,43885894,31283923,33027933
(주)갤럭시아에스엠,011420,2015/12,56009656,62472754,48457121,53784932
(주)갤럭시아에스엠,011420,2016/12,51678856,52626331,45279432,45665676
(주)갤럭시아에스엠,011420,2017/12,37435336,37281280,37068260,36917656
(주)갤럭시아에스엠,011420,2018/12,27428110,22060413,24112403,22030258
(주)갤럭시아에스엠,011420,2019/12,26937800,28732679,26937800,28732679
(주)경농,002100,2011/12,79220101,121253605,79073941,120728258
(주)경농,002100,2012/12,87614008,136970449,83085935,131021366
(주)경농,002100,2013/12,129161139,196358952,85548073,139237273
(주)경농,002100,2014/12,122779838,188483147,81145006,134806677
(주)경농,002100,2015/12,127105636,196418710,84402122,137609256
(주)경농,002100,2016/12,135371879,203984939,90377050,143209666
(주)경농,002100,2017/12,138859895,206534382,90974073,143175105
(주)경농,002100,2018/12,139911460,212654617,91408676,146216658
(주)경농,002100,2019/12,153098094,227510941,94631333,151342037
(주)경동나비엔,009450,2011/12,251540613,341246917,246619329,318269213
(주)경동나비엔,009450,2012/12,282583068,379014259,268142768,341339118
(주)경동나비엔,009450,2013/12,296168554,414177562,284158227,371601179
(주)경동나비엔,009450,2014/12,313840608,428985365,293438355,382392117
(주)경동나비엔,009450,2015/12,352051189,512031120,334829527,448302084
(주)경동나비엔,009450,2016/12,382333051,583252904,369054723,506082201
(주)경동나비엔,009450,2017/12,446078996,684660958,423216560,569819524
(주)경동나비엔,009450,2018/12,487844378,726741615,466381901,618058456
(주)경동나비엔,009450,2019/12,509635845,774290704,479160026,655419303
(주)경동도시가스,267290,2017/12,793238142,871548284,793617236,870828897
(주)경동도시가스,267290,2018/12,1480519376,1606531867,1480519376,1605687067
(주)경동도시가스,267290,2019/12,1310188918,1422707835,1310791588,1421866212
(주)경동인베스트,012320,2011/12,1739469751,1847666903,1697470671,1806174764
(주)경동인베스트,012320,2012/12,2381579037,2502642394,2292736954,2403814656
(주)경동인베스트,012320,2013/12,2659198011,2788264380,2552976223,2664100017
(주)경동인베스트,012320,2014/12,2470957525,2603059058,2293899450,2399450987
(주)경동인베스트,012320,2015/12,1520436435,1604168482,1263722829,1352478311
(주)경동인베스트,012320,2016/12,1064804018,1181902637,924418543,1021002691
(주)경동인베스트,012320,2017/12,140724518,195069859,0,612436
(주)경동인베스트,012320,2018/12,171130400,228644016,3635575,7460898
(주)경동인베스트,012320,2019/12,223338232,271765025,3929209,8641051
(주)경방,000050,2011/12,258814443,348136369,246411496,275746943
(주)경방,000050,2012/12,260837041,333620804,250600103,265409209
(주)경방,000050,2013/12,251468225,347189559,223418883,264782077
(주)경방,000050,2014/12,238357806,329036023,209067504,256979444
(주)경방,000050,2015/12,255868653,357628146,209467360,307744480
(주)경방,000050,2016/12,268352680,377445013,210095763,313876822
(주)경방,000050,2017/12,253442168,360788750,188372022,288103985
(주)경방,000050,2018/12,244043108,351438926,177815403,279085217
(주)경방,000050,2019/12,244396020,343892085,151563044,253552382
(주)경보제약,214390,2015/12,,,129475387,178032632
(주)경보제약,214390,2016/12,,,142622767,186726170
(주)경보제약,214390,2017/12,,,137038683,191661374
(주)경보제약,214390,2018/12,,,152082417,201343596
(주)경보제약,214390,2019/12,,,150990036,191706189
(주)경인양행,012610,2011/12,198818643,233095049,109831813,128707611
(주)경인양행,012610,2012/12,190167857,218604655,120613769,141304459
(주)경인양행,012610,2013/12,217483383,260808400,147883856,183106757
(주)경인양행,012610,2014/12,228191361,277181095,153646031,190395047
(주)경인양행,012610,2015/12,220123025,263163677,148385606,175006703
(주)경인양행,012610,2016/12,228042128,274873817,150776725,179267850
(주)경인양행,012610,2017/12,252841704,299987729,164845854,193975818
(주)경인양행,012610,2018/12,255365574,331102011,169805543,222659442
(주)경인양행,012610,2019/12,274054354,358802386,188265694,245244968
(주)고려시멘트,198440,2014/12,,,,
(주)고려시멘트,198440,2015/12,,,,
(주)고려시멘트,198440,2016/12,,,,
(주)고려시멘트,198440,2017/12,,,75974602,87660276
(주)고려시멘트,198440,2018/12,,,73108112,85775723
(주)고려시멘트,198440,2019/12,,,65599490,70921781
(주)고영테크놀러지,098460,2011/12,36970902,86130810,34339828,80200892
(주)고영테크놀러지,098460,2012/12,46349851,107841666,46250331,100791139
(주)고영테크놀러지,098460,2013/12,49977494,111902729,48746666,103933681
(주)고영테크놀러지,098460,2014/12,60262407,142840131,61382298,135531589
(주)고영테크놀러지,098460,2015/12,56896177,145904431,56961633,138554625
(주)고영테크놀러지,098460,2016/12,63856136,171793841,61186100,153254768
(주)고영테크놀러지,098460,2017/12,71899522,203368626,73639302,188934907
(주)고영테크놀러지,098460,2018/12,89336707,238208865,88093203,219818022
(주)고영테크놀러지,098460,2019/12,80865005,222057035,81602341,209480760
(주)골드앤에스,035290,2011/12,32544786,47522791,33020367,47522791
(주)골드앤에스,035290,2012/12,31012456,43889087,31475407,43889087
(주)골드앤에스,035290,2013/12,28127986,39548810,26382626,36607591
(주)골드앤에스,035290,2014/12,23453716,31287203,21706823,29428881
(주)골드앤에스,035290,2015/12,15199451,22197935,15542053,22197935
(주)골드앤에스,035290,2016/12,9347753,15893494,9636887,15893494
(주)골드앤에스,035290,2017/12,8002687,12802035,8220762,12802035
(주)골드앤에스,035290,2018/12,4405757,8680452,4348267,8680452
(주)골드앤에스,035290,2019/12,6293120,7642733,6293120,7642733
(주)골드퍼시픽,038530,2011/12,,,6637040,11236925
(주)골드퍼시픽,038530,2012/12,,,7335464,10491048
(주)골드퍼시픽,038530,2013/12,8242393,7167832,7623009,6488691
(주)골드퍼시픽,038530,2014/12,17957521,16486257,8095405,4855121
(주)골드퍼시픽,038530,2015/12,19680341,18635305,8377506,6121489
(주)골드퍼시픽,038530,2016/12,,,8116354,9588100
(주)골드퍼시픽,038530,2017/12,,,1988881,5031439
(주)골드퍼시픽,038530,2018/12,1408824,5708281,1408824,5580994
(주)골드퍼시픽,038530,2019/12,,,8029376,11323125
(주)골프존,215000,2015/12,80622893,201560389,60628407,184085342
(주)골프존,215000,2016/12,87427908,216964342,75591746,196864993
(주)골프존,215000,2017/12,69036405,200105321,61708564,171859065
(주)골프존,215000,2018/12,77580938,198705194,77184826,191571105
(주)골프존,215000,2019/12,93859565,247018099,96463711,239051647
(주)골프존뉴딘홀딩스,121440,2011/12,100364106,215793737,101810790,209788389
(주)골프존뉴딘홀딩스,121440,2012/12,131624220,289629366,119729808,276341690
(주)골프존뉴딘홀딩스,121440,2013/12,186981066,365126358,153062630,340005073
(주)골프존뉴딘홀딩스,121440,2014/12,219364035,429589619,171180827,387066126
(주)골프존뉴딘홀딩스,121440,2015/12,109081059,164536448,7714195,29389093
(주)골프존뉴딘홀딩스,121440,2016/12,126201483,243275475,512580,27652102
(주)골프존뉴딘홀딩스,121440,2017/12,112978779,213756902,681186,23499543
(주)골프존뉴딘홀딩스,121440,2018/12,129202466,223036801,630040,16100354
(주)골프존뉴딘홀딩스,121440,2019/12,140609926,228935651,25361094,26897482
(주)광림,014200,2011/12,,,89277042,106495363
(주)광림,014200,2012/12,,,74514327,85322569
(주)광림,014200,2013/12,,,89450125,103442134
(주)광림,014200,2014/12,175450887,231446314,79081364,92553612
(주)광림,014200,2015/12,,,178239093,237222890
(주)광림,014200,2016/12,75002299,87302967,75002299,87302967
(주)광림,014200,2017/12,131160374,135191558,84130277,99421336
(주)광림,014200,2018/12,122536264,136595300,62505909,75493055
(주)광림,014200,2019/12,134964602,145864184,78615222,93241157
(주)광명전기,017040,2011/12,81102005,92382628,51994278,57967857
(주)광명전기,017040,2012/12,102591227,117216514,70522943,79318302
(주)광명전기,017040,2013/12,98728241,117852824,76118777,90344376
(주)광명전기,017040,2014/12,114780200,134778387,100019085,115801471
(주)광명전기,017040,2015/12,98659704,116316957,83525805,93000177
(주)광명전기,017040,2016/12,87732377,96942911,87560184,96931493
(주)광명전기,017040,2017/12,92454439,101561159,95422477,105083042
(주)광명전기,017040,2018/12,103304003,114110654,87318774,96949804
(주)광명전기,017040,2019/12,117038701,131864294,111565450,125009206
(주)광무,029480,2011/12,42251012,51755052,40419633,50359203
(주)광무,029480,2012/12,33757502,41178683,33220101,40406860
(주)광무,029480,2013/12,22621739,20534276,10221619,10105219
(주)광무,029480,2014/12,,,31532738,38409667
(주)광무,029480,2015/12,,,13652964,17648493
(주)광무,029480,2016/12,,,21752231,26429957
(주)광무,029480,2017/12,,,17503183,21540953
(주)광무,029480,2018/12,17769834,23074941,17118006,20707286
(주)광무,029480,2019/12,21870776,36483979,20873726,25244176
(주)광주신세계,037710,2011/12,,,80698060,219613514
(주)광주신세계,037710,2012/12,,,76996157,213803173
(주)광주신세계,037710,2013/12,,,73016518,206606675
(주)광주신세계,037710,2014/12,,,71460629,204820461
(주)광주신세계,037710,2015/12,,,67952823,205331892
(주)광주신세계,037710,2016/12,,,69014284,210423594
(주)광주신세계,037710,2017/12,,,68619341,209647360
(주)광주신세계,037710,2018/12,,,17733154,135213362
(주)광주신세계,037710,2019/12,,,18569711,154879496
(주)구영테크,053270,2011/12,129730219,147832315,50904676,62527619
(주)구영테크,053270,2012/12,134266189,155788988,53454413,65451015
(주)구영테크,053270,2013/12,150485036,172747316,63114137,76282590
(주)구영테크,053270,2014/12,148057799,170528694,64482528,77799749
(주)구영테크,053270,2015/12,146639036,172083049,72768430,87109177
(주)구영테크,053270,2016/12,125781105,148301597,61393389,75320433
(주)구영테크,053270,2017/12,127099113,149833357,61735712,74298129
(주)구영테크,053270,2018/12,172978813,195238339,69673553,81928926
(주)구영테크,053270,2019/12,208667166,230853336,79774125,93132845
(주)국동,005320,2011/12,134179552,154293577,86396894,100097439
(주)국동,005320,2012/12,112722986,138172746,75786153,91524436
(주)국동,005320,2013/12,123575979,147860227,78656021,95716049
(주)국동,005320,2014/12,153250540,186086561,95550889,117861978
(주)국동,005320,2015/12,140601202,170296068,82651994,102431161
(주)국동,005320,2016/12,160651679,197368723,102252563,127275873
(주)국동,005320,2017/12,163195489,191602989,111577387,130016453
(주)국동,005320,2018/12,183038971,219550054,115258052,136811631
(주)국동,005320,2019/12,188905199,223077183,99266447,116180044
(주)국보,001140,2011/12,121478547,130636214,110401747,118304924
(주)국보,001140,2012/12,112775782,122343037,101495533,109183947
(주)국보,001140,2013/12,107727279,117073443,101240956,108994114
(주)국보,001140,2014/12,91556717,97520169,84920430,89859741
(주)국보,001140,2015/12,85746776,91618545,80391773,85267457
(주)국보,001140,2016/12,79591802,87333326,72438469,77773715
(주)국보,001140,2017/12,72337683,78255522,69821126,74662255
(주)국보,001140,2018/12,67935985,71549828,64102691,66929948
(주)국보,001140,2019/12,71346937,89087334,56501133,58296078
(주)국보디자인,066620,2011/12,110146120,130689686,104476612,123203000
(주)국보디자인,066620,2012/12,100272273,119402993,99523026,118458574
(주)국보디자인,066620,2013/12,141528744,163518536,133394653,153216189
(주)국보디자인,066620,2014/12,150086662,176373907,136427117,158268803
(주)국보디자인,066620,2015/12,167038905,192608497,139094723,157657615
(주)국보디자인,066620,2016/12,176586073,201410031,165798273,191620729
(주)국보디자인,066620,2017/12,224690293,270658405,219241879,262522024
(주)국보디자인,066620,2018/12,216708444,254259835,197658770,231093439
(주)국보디자인,066620,2019/12,236763672,269005976,211116237,237054909
(주)국순당,043650,2011/12,73054530,127686247,71050728,124279594
(주)국순당,043650,2012/12,65490982,118697826,63606595,115146725
(주)국순당,043650,2013/12,57173733,99173525,55586775,96140591
(주)국순당,043650,2014/12,55688500,91863604,54216676,89173752
(주)국순당,043650,2015/12,50017004,77443124,48640465,74955341
(주)국순당,043650,2016/12,42026522,69701266,40999107,68425801
(주)국순당,043650,2017/12,38986795,62761236,36938506,60087461
(주)국순당,043650,2018/12,38750320,61496072,32145829,52679104
(주)국순당,043650,2019/12,73665131,102095769,30836825,48045002
(주)국영지앤엠,006050,2011/12,,,42885119,42569848
(주)국영지앤엠,006050,2012/12,,,43286767,43781593
(주)국영지앤엠,006050,2013/12,,,53028778,55789778
(주)국영지앤엠,006050,2014/12,,,48486069,51491847
(주)국영지앤엠,006050,2015/12,,,39614548,40107647
(주)국영지앤엠,006050,2016/12,,,49594430,51456556
(주)국영지앤엠,006050,2017/12,,,59698131,62861661
(주)국영지앤엠,006050,2018/12,,,55344975,56301480
(주)국영지앤엠,006050,2019/12,,,69721549,73013468
(주)국전약품,307750,2018/12,,,,
(주)국전약품,307750,2019/12,,,,
(주)그래디언트,035080,2011/12,282364606,428571939,0,9501248
(주)그래디언트,035080,2012/12,299062441,454225001,0,11150621
(주)그래디언트,035080,2013/12,2623897237,2930521926,0,7939840
(주)그래디언트,035080,2014/12,2828895725,3135027346,0,7753595
(주)그래디언트,035080,2015/12,3149191043,3536848758,0,12870821
(주)그래디언트,035080,2016/12,3422959059,3845761388,0,16516754
(주)그래디언트,035080,2017/12,3155796412,3541486629,0,12485184
(주)그래디언트,035080,2018/12,3085740379,3440906300,0,12237889
(주)그래디언트,035080,2019/12,3033401434,3412333826,0,8719700
(주)그리티,204020,2018/12,49005066,119259702,46452906,117056356
(주)그리티,204020,2019/12,56407950,123079831,54427584,120984485
(주)그린플러스,186230,2019/12,39379899,48831866,32031887,39502728
(주)글로벌스탠다드테크놀로지,083450,2011/12,25904818,41504144,27560469,40662578
(주)글로벌스탠다드테크놀로지,083450,2012/12,39987385,64812103,41946601,62774905
(주)글로벌스탠다드테크놀로지,083450,2013/12,54728168,80982977,56410457,78917554
(주)글로벌스탠다드테크놀로지,083450,2014/12,60458294,89122994,62260560,85992839
(주)글로벌스탠다드테크놀로지,083450,2015/12,53943632,84422579,54830439,80102292
(주)글로벌스탠다드테크놀로지,083450,2016/12,57475833,90819412,54772873,81859588
(주)글로벌스탠다드테크놀로지,083450,2017/12,106768667,162835484,106969813,154761834
(주)글로벌스탠다드테크놀로지,083450,2018/12,86354595,129850197,79909787,115619452
(주)글로벌스탠다드테크놀로지,083450,2019/12,101887447,168231754,93911473,150777009
(주)금비,008870,2011/09,140978607,182184368,69214079,90614774
(주)금비,008870,2012/09,139613667,176226095,65710703,83296660
(주)금비,008870,2013/09,140973207,175061513,65848567,82028937
(주)금비,008870,2014/09,143669634,177506459,67226149,80715556
(주)금비,008870,2015/09,145599764,189495056,70808420,93629076
(주)금비,008870,2016/09,154437741,200543667,77325158,100327539
(주)금비,008870,2017/09,142510120,185531452,59060653,80379261
(주)금비,008870,2018/09,153041065,196995589,67372177,90793198
(주)금비,008870,2019/09,157515543,201404468,68894781,91480486
(주)금양,001570,2011/12,92297702,109810009,87166520,100918699
(주)금양,001570,2012/12,102473314,122905331,93743028,108275608
(주)금양,001570,2013/12,135822559,156304448,118655638,132045280
(주)금양,001570,2014/12,138461108,158550531,122147399,137946044
(주)금양,001570,2015/12,136083219,158999533,133378038,152450369
(주)금양,001570,2016/12,137529479,168681746,140453584,161001876
(주)금양,001570,2017/12,144907191,180373683,132987458,150809075
(주)금양,001570,2018/12,165009911,205441375,131231107,151676398
(주)금양,001570,2019/12,136904841,172723864,116450575,135915020
(주)금호에이치티,214330,2015/12,171095297,203071984,151765503,181779820
(주)금호에이치티,214330,2016/12,184573472,208574892,166274808,189733826
(주)금호에이치티,214330,2017/12,161231384,179707629,147104514,165485490
(주)금호에이치티,214330,2018/12,188087059,209260006,174071615,189250383
(주)금호에이치티,214330,2019/12,236522956,251095062,209805966,221734443
(주)금화피에스시,036190,2011/12,,,62321930,82738193
(주)금화피에스시,036190,2012/12,,,82245906,108224285
(주)금화피에스시,036190,2013/12,130836677,166122419,124205065,156630832
(주)금화피에스시,036190,2014/12,155745728,189631759,137263298,166948026
(주)금화피에스시,036190,2015/12,196313554,235969690,163287720,196919865
(주)금화피에스시,036190,2016/12,194713192,235018376,165892111,201547339
(주)금화피에스시,036190,2017/12,163075930,205781841,135491991,174993150
(주)금화피에스시,036190,2018/12,182097574,233326733,155053912,202098199
(주)금화피에스시,036190,2019/12,165793394,209435314,141596399,179177462
(주)기가레인,049080,2013/12,74583953,94791934,75212048,94055571
(주)기가레인,049080,2014/12,77942438,95718992,77271391,95460665
(주)기가레인,049080,2015/12,72269409,61576391,72700909,61254807
(주)기가레인,049080,2016/12,74497864,75445071,72502389,70397030
(주)기가레인,049080,2017/12,82715768,100131227,75150521,89874499
(주)기가레인,049080,2018/12,106042765,124772205,97333710,114668638
(주)기가레인,049080,2019/12,85455615,72769411,76187720,63361399
(주)기산텔레콤,035460,2011/12,58538412,65679195,32001840,36332290
(주)기산텔레콤,035460,2012/12,61032255,74315907,37554587,49240507
(주)기산텔레콤,035460,2013/12,62249172,79463728,38007753,48367030
(주)기산텔레콤,035460,2014/12,59256394,74512326,32145798,41612762
(주)기산텔레콤,035460,2015/12,66205739,79710503,37323138,45712905
(주)기산텔레콤,035460,2016/12,49418392,59172319,19409331,24679656
(주)기산텔레콤,035460,2017/12,54370843,63467585,23459863,29568090
(주)기산텔레콤,035460,2018/12,47301809,56445716,21027572,24864346
(주)기산텔레콤,035460,2019/12,52668790,67054955,22815941,30545683
(주)까뮤이앤씨,013700,2011/12,,,108257108,90048208
(주)까뮤이앤씨,013700,2012/12,,,84497586,90976586
(주)까뮤이앤씨,013700,2013/12,,,80042482,83568532
(주)까뮤이앤씨,013700,2014/12,,,115392871,123567918
(주)까뮤이앤씨,013700,2015/12,,,121522768,132370311
(주)까뮤이앤씨,013700,2016/12,,,128536153,139708060
(주)까뮤이앤씨,013700,2017/12,,,153324535,172176860
(주)까뮤이앤씨,013700,2018/12,,,104503933,116296828
(주)까뮤이앤씨,013700,2019/12,,,255158649,283420655
(주)까스텔바작,308100,2019/12,31238794,81358617,31201605,81068234
(주)나노,187790,2014/12,,,,
(주)나노,187790,2015/12,29883383,29901810,17550603,14881694
(주)나노,187790,2016/12,50037070,48175171,21667763,18480121
(주)나노,187790,2017/12,62721642,73089292,24597470,29944292
(주)나노,187790,2018/12,71007597,81942719,29195935,34238747
(주)나노,187790,2019/12,66484746,73694955,33401716,38421023
(주)나노브릭,286750,2019/12,5874843,7775408,5874843,7775408
(주)나노신소재,121600,2011/12,18805669,33480756,18793245,33480756
(주)나노신소재,121600,2012/12,16429605,23644347,16412762,23644347
(주)나노신소재,121600,2013/12,17289076,27009014,17161884,26827489
(주)나노신소재,121600,2014/12,15558382,27926752,15558382,27926752
(주)나노신소재,121600,2015/12,23332424,43140425,23332424,43140425
(주)나노신소재,121600,2016/12,23265866,41111800,23265866,41111800
(주)나노신소재,121600,2017/12,24870265,45568866,24870265,45568866
(주)나노신소재,121600,2018/12,29703093,52249960,29703093,52249960
(주)나노신소재,121600,2019/12,29575322,48892961,29575322,48892961
